LOCATION,YEAR,BRAND,MODEL,VARIANT,KM_DRIVEN,FUEL,NO_OF_OWNERS,PRICE
Kolkata,2010,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"52,936 km",Petrol,2nd Owner,"₹2,18,099"
Kolkata,2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"10,587 km",Petrol,1st Owner,"₹4,87,099"
Kolkata,2013,Maruti,Wagon R 1.0 VXI,Manual,"52,240 km",Petrol,1st Owner,"₹2,73,899"
Kolkata,2018,Maruti,Wagon R 1.0 VXI,Manual,"26,128 km",Petrol,1st Owner,"₹4,17,899"
Kolkata,2017,Maruti,Wagon R 1.0 VXI,Manual,"35,421 km",Petrol,1st Owner,"₹4,07,299"
Kolkata,2018,Maruti,Alto 800 LXI,Manual,"29,750 km",Petrol,1st Owner,"₹2,76,599"
Kolkata,2017,Maruti,Wagon R 1.0 VXI PLUS,Manual,"46,478 km",Petrol,1st Owner,"₹3,49,399"
Kolkata,2018,Maruti,Swift VXI,Manual,"36,820 km",Petrol,1st Owner,"₹5,82,199"
Kolkata,2018,Maruti,Alto 800 LXI,Manual,"34,696 km",Petrol,1st Owner,"₹3,08,699"
Kolkata,2014,Maruti,Alto K10 VXI,Manual,"64,421 km",Petrol,1st Owner,"₹2,44,399"
Kolkata,2014,Maruti,Wagon R 1.0 LXI,Manual,"63,281 km",Petrol,1st Owner,"₹2,94,599"
Kolkata,2014,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"67,882 km",Petrol,1st Owner,"₹4,54,299"
Kolkata,2017,Hyundai,Eon ERA PLUS,Manual,"36,966 km",Petrol,1st Owner,"₹2,29,499"
Kolkata,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"13,586 km",Petrol,1st Owner,"₹4,28,899"
Kolkata,2015,Maruti,Alto 800 LXI,Manual,"42,327 km",Petrol,1st Owner,"₹2,40,899"
Kolkata,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"4,171 km",Petrol,1st Owner,"₹5,81,999"
Kolkata,2016,Hyundai,Eon ERA PLUS,Manual,"33,886 km",Petrol,1st Owner,"₹2,84,699"
Kolkata,2017,Maruti,Baleno ZETA 1.2 K12 AMT,Automatic,"14,600 km",Petrol,1st Owner,"₹5,75,199"
Kolkata,2015,Hyundai,Elite i20 MAGNA 1.2,Manual,"47,673 km",Petrol,2nd Owner,"₹4,55,399"
Kolkata,2018,Maruti,Baleno ZETA 1.2 K12,Manual,"9,403 km",Petrol,1st Owner,"₹6,20,499"
Kolkata,2016,Hyundai,Elite i20 SPORTZ 1.2,Manual,"84,338 km",Petrol,1st Owner,"₹4,96,799"
Kolkata,2016,Hyundai,i20 Active 1.2 S,Manual,"98,828 km",Petrol,1st Owner,"₹5,33,699"
Kolkata,2017,Hyundai,Grand i10 SPORTZ O 1.2,Manual,"10,521 km",Petrol,1st Owner,"₹4,56,699"
Kolkata,2013,Maruti,Alto K10 VXI,Manual,"41,992 km",Petrol,1st Owner,"₹2,37,099"
Kolkata,2012,Maruti,Zen Estilo VXI,Manual,"13,934 km",Petrol,1st Owner,"₹2,23,999"
Kolkata,2018,Datsun,Redi Go S,Manual,"16,043 km",Petrol,1st Owner,"₹2,74,999"
Kolkata,2012,Maruti,Alto 800 LXI,Manual,"10,878 km",Petrol,1st Owner,"₹2,29,099"
Kolkata,2016,Maruti,Wagon R 1.0 VXI,Manual,"22,436 km",Petrol,1st Owner,"₹3,46,499"
Kolkata,2014,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"8,174 km",Petrol,1st Owner,"₹3,17,899"
Kolkata,2014,Maruti,Wagon R Stingray VXI,Manual,"43,898 km",Petrol,1st Owner,"₹3,46,099"
Kolkata,2013,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"40,903 km",Petrol,1st Owner,"₹3,69,999"
Kolkata,2013,Maruti,Alto 800 LXI,Manual,"40,684 km",Petrol,2nd Owner,"₹2,25,499"
Kolkata,2018,Maruti,Alto 800 LXI,Manual,"3,697 km",Petrol,1st Owner,"₹2,99,799"
Kolkata,2012,Hyundai,Santro Xing GLS,Manual,"46,591 km",Petrol,1st Owner,"₹1,83,399"
Kolkata,2015,Maruti,Alto 800 LXI,Manual,"4,153 km",Petrol,1st Owner,"₹2,66,499"
Kolkata,2018,Maruti,Alto 800 LXI,Manual,"14,797 km",Petrol,1st Owner,"₹3,01,099"
Kolkata,2013,Hyundai,Eon ERA PLUS,Manual,"48,473 km",Petrol,1st Owner,"₹2,16,399"
Kolkata,2018,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"4,110 km",Petrol,1st Owner,"₹5,04,799"
Kolkata,2017,Maruti,Alto 800 LXI,Manual,"23,793 km",Petrol,1st Owner,"₹2,80,799"
Kolkata,2019,Maruti,Alto VXI,Manual,"14,894 km",Petrol,1st Owner,"₹3,68,699"
Kolkata,2012,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"50,937 km",Petrol,1st Owner,"₹2,44,599"
Kolkata,2019,Maruti,Celerio X Zxi AMT,Automatic,"26,170 km",Petrol,1st Owner,"₹3,96,700"
Kolkata,2016,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"8,186 km",Petrol,1st Owner,"₹5,63,499"
Kolkata,2015,Maruti,Alto 800 VXI,Manual,"40,883 km",Petrol,1st Owner,"₹2,53,299"
Kolkata,2014,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"48,753 km",Petrol,2nd Owner,"₹2,94,999"
Kolkata,2019,Maruti,Alto VXI,Manual,"2,000 km",Petrol,1st Owner,"₹3,57,299"
Kolkata,2014,Jaguar,XF 3.0 S V6,Automatic,"30,983 km",Diesel,1st Owner,"₹17,99,799"
Kolkata,2014,Audi,A6 35 TDI PEMIUM,Automatic,"45,325 km",Diesel,2nd Owner,"₹14,49,899"
Kolkata,2011,Toyota,Corolla Altis 1.8 G,,"63,382 km",Petrol,2nd Owner,"₹2,68,199"
Kolkata,2019,Mahindra,XUV500 W7 FWD,Manual,"10,833 km",Diesel,1st Owner,"₹10,51,500"
Kolkata,2013,Mahindra,XUV500 W8 FWD,Manual,"1,28,644 km",Diesel,1st Owner,"₹5,47,299"
Kolkata,2016,Maruti,Swift Dzire LXI OPT,Manual,"32,735 km",Petrol,1st Owner,"₹3,95,099"
Kolkata,2016,Maruti,Ciaz VDI+ SHVS,Manual,"53,661 km",Diesel,1st Owner,"₹4,85,599"
Kolkata,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"65,238 km",Petrol,1st Owner,"₹3,54,899"
Kolkata,2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"37,382 km",Petrol,1st Owner,"₹3,21,799"
Kolkata,2012,Maruti,Swift Dzire LDI BS IV,Manual,"46,280 km",Diesel,1st Owner,"₹3,41,699"
Kolkata,2012,Honda,City V MT PETROL,Manual,"45,734 km",Petrol,2nd Owner,"₹3,46,599"
Kolkata,2012,Honda,City S MT PETROL,Manual,"29,911 km",Petrol,2nd Owner,"₹4,00,299"
Kolkata,2014,Honda,Amaze 1.2 VXMT I VTEC,Manual,"1,18,321 km",Petrol,1st Owner,"₹3,49,999"
Kolkata,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"78,628 km",Petrol,1st Owner,"₹3,41,699"
Kolkata,2017,Maruti,Dzire VXI,Manual,"43,274 km",Petrol,1st Owner,"₹5,82,999"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"34,646 km",Petrol,2nd Owner,"₹3,97,599"
Kolkata,2019,Maruti,Dzire VXI,Manual,"1,674 km",Petrol,2nd Owner,"₹6,64,199"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"15,201 km",Petrol,1st Owner,"₹8,07,999"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"57,240 km",Petrol,1st Owner,"₹5,06,299"
Kolkata,2018,Honda,City ZX CVT,Automatic,"15,621 km",Petrol,1st Owner,"₹9,75,299"
Kolkata,2014,Hyundai,Xcent S 1.2,Manual,"71,403 km",Petrol,1st Owner,"₹4,18,999"
Kolkata,2014,Toyota,Etios G,Manual,"1,14,767 km",Petrol,1st Owner,"₹3,09,199"
Kolkata,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"78,628 km",Petrol,1st Owner,"₹3,41,699"
Kolkata,2017,Maruti,Dzire VXI,Manual,"43,274 km",Petrol,1st Owner,"₹5,82,999"
Kolkata,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"34,646 km",Petrol,2nd Owner,"₹3,97,599"
Kolkata,2019,Maruti,Dzire VXI,Manual,"1,674 km",Petrol,2nd Owner,"₹6,64,199"
Kolkata,2018,Honda,City VX MT PETROL,Manual,"15,201 km",Petrol,1st Owner,"₹8,07,999"
Kolkata,2015,Honda,City SV MT PETROL,Manual,"57,240 km",Petrol,1st Owner,"₹5,06,299"
Kolkata,2018,Honda,City ZX CVT,Automatic,"15,621 km",Petrol,1st Owner,"₹9,75,299"
Kolkata,2013,Honda,Amaze 1.5 EXMT I DTEC,Manual,"84,592 km",Diesel,1st Owner,"₹3,26,599"
Kolkata,2012,Maruti,Swift Dzire VDI BS IV,Manual,"49,460 km",Diesel,3rd Owner,"₹3,40,499"
Kolkata,2014,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"47,713 km",Petrol,1st Owner,"₹3,97,199"
Kolkata,2017,Hyundai,Verna 1.6 SX VTVT (O),Manual,"10,295 km",Petrol,1st Owner,"₹7,93,899"
Kolkata,2014,Hyundai,Xcent S 1.1 CRDI OPT,Manual,"71,495 km",Diesel,1st Owner,"₹3,04,299"
Kolkata,2008,Honda,City ZX GXI,Manual,"21,257 km",Petrol,2nd Owner,"₹1,78,299"
Kolkata,2014,Hyundai,Xcent S 1.2 OPT,Manual,"25,327 km",Petrol,1st Owner,"₹3,85,699"
Kolkata,2014,Honda,Amaze 1.2 SMT I VTEC,Manual,"42,283 km",Petrol,1st Owner,"₹3,18,499"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"49,860 km",Petrol,1st Owner,"₹4,16,599"
Kolkata,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"25,060 km",Petrol,1st Owner,"₹5,41,699"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"48,762 km",Petrol,1st Owner,"₹4,41,999"
Kolkata,2014,Toyota,Etios G,Manual,"1,14,767 km",Petrol,1st Owner,"₹3,09,199"
Kolkata,2012,Maruti,Swift Dzire VDI BS IV,Manual,"49,460 km",Diesel,3rd Owner,"₹3,40,499"
Kolkata,2014,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"47,713 km",Petrol,1st Owner,"₹3,97,199"
Kolkata,2017,Hyundai,Verna 1.6 SX VTVT (O),Manual,"10,295 km",Petrol,1st Owner,"₹7,93,899"
Kolkata,2014,Hyundai,Xcent S 1.1 CRDI OPT,Manual,"71,495 km",Diesel,1st Owner,"₹3,04,299"
Kolkata,2008,Honda,City ZX GXI,Manual,"21,257 km",Petrol,2nd Owner,"₹1,78,299"
Kolkata,2014,Hyundai,Xcent S 1.2 OPT,Manual,"25,327 km",Petrol,1st Owner,"₹3,85,699"
Kolkata,2014,Honda,Amaze 1.2 SMT I VTEC,Manual,"42,283 km",Petrol,1st Owner,"₹3,18,499"
Kolkata,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"49,860 km",Petrol,1st Owner,"₹4,16,599"
Kolkata,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"25,060 km",Petrol,1st Owner,"₹5,41,699"
Kolkata,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"48,762 km",Petrol,1st Owner,"₹4,41,999"
Kolkata,2017,Maruti,Ciaz DELTA 1.4 VVT,Manual,"41,264 km",Petrol,1st Owner,"₹5,54,699"
Kolkata,2014,Honda,Amaze 1.2 SMT I VTEC,Manual,"39,492 km",Petrol,1st Owner,"₹2,84,500"
Kolkata,2019,Mahindra,XUV500 W7 FWD,Manual,"10,833 km",Diesel,1st Owner,"₹10,51,500"
Kolkata,2013,Mahindra,XUV500 W8 FWD,Manual,"1,28,644 km",Diesel,1st Owner,"₹5,47,299"
Kolkata,2014,Jaguar,XF 3.0 S V6,Automatic,"30,983 km",Diesel,1st Owner,"₹17,99,799"
Kolkata,2014,Audi,A6 35 TDI PEMIUM,Automatic,"45,325 km",Diesel,2nd Owner,"₹14,49,899"
Kolkata,2011,Toyota,Corolla Altis 1.8 G,,"63,382 km",Petrol,2nd Owner,"₹2,68,199"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"34,122 km",Petrol,1st Owner,"₹8,03,499"
Kolkata,2013,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"50,902 km",Petrol,1st Owner,"₹5,56,399"
Kolkata,2015,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"80,887 km",Petrol,1st Owner,"₹2,84,899"
Kolkata,2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"20,074 km",Petrol,1st Owner,"₹5,01,500"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"45,660 km",Petrol,1st Owner,"₹4,03,499"
Kolkata,2012,Maruti,Ertiga VDI ABS,Manual,"71,002 km",Diesel,1st Owner,"₹5,07,199"
Kolkata,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"54,938 km",Diesel,1st Owner,"₹6,11,699"
Kolkata,2016,Renault,Duster RXZ DIESEL 110,Manual,"60,615 km",Diesel,1st Owner,"₹5,46,999"
Kolkata,2017,Maruti,Ertiga VXI ABS,Manual,"32,938 km",Petrol,1st Owner,"₹6,77,299"
Kolkata,2019,Renault,TRIBER 1.0 RXZ,Manual,"31,486 km",Petrol,1st Owner,"₹5,12,599"
Kolkata,2014,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"58,943 km",Diesel,2nd Owner,"₹4,36,748"
Kolkata,2019,Maruti,Vitara Brezza ZDI+ DUAL TONE AMT,Automatic,"16,522 km",Diesel,1st Owner,"₹8,29,099"
Kolkata,2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"26,293 km",Petrol,1st Owner,"₹7,58,999"
Kolkata,2019,Maruti,S Cross ALPHA SHVS,Manual,"20,033 km",Diesel,1st Owner,"₹8,41,500"
Kolkata,2011,Toyota,Innova 2.5 V 8 STR,Manual,"1,52,634 km",Diesel,1st Owner,"₹5,06,499"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,311 km",Petrol,1st Owner,"₹3,93,299"
Kolkata,2017,Mahindra,KUV 100 NXT K8 D 6 SEATER,,"15,809 km",Diesel,2nd Owner,"₹4,14,999"
Kolkata,2013,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"58,248 km",Diesel,1st Owner,"₹4,36,099"
Kolkata,2014,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"67,781 km",Diesel,1st Owner,"₹7,67,099"
Kolkata,2013,Ford,Ecosport 1.0 ECOBOOST TITANIUM OPT,Manual,"65,692 km",Petrol,1st Owner,"₹4,94,899"
Kolkata,2016,Mahindra,Kuv100 K8 5 STR,Manual,"39,267 km",Petrol,1st Owner,"₹3,57,499"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"34,880 km",Diesel,1st Owner,"₹8,93,199"
Kolkata,2015,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"33,976 km",Petrol,1st Owner,"₹5,25,999"
Kolkata,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"3,700 km",Petrol,1st Owner,"₹4,30,999"
Kolkata,2013,Maruti,Ertiga VDI ABS,Manual,"84,813 km",Diesel,2nd Owner,"₹4,43,399"
Kolkata,2018,Maruti,S Cross ALPHA SHVS,Manual,"69,736 km",Diesel,1st Owner,"₹6,66,690"
Kolkata,2016,Mahindra,TUV300 T8,Manual,"52,178 km",Diesel,1st Owner,"₹6,13,399"
Kolkata,2013,Ford,Ecosport 1.5 TREND TDCI,Manual,"65,223 km",Diesel,1st Owner,"₹4,95,799"
Kolkata,2016,Hyundai,Creta 1.6 SX PLUS PETROL,Manual,"45,731 km",Petrol,1st Owner,"₹7,93,899"
Kolkata,2012,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,83,297 km",Diesel,1st Owner,"₹5,51,250"
Kolkata,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,846 km",Petrol,1st Owner,"₹3,35,199"
Kolkata,2018,Maruti,Ertiga VXI,Manual,"11,837 km",Petrol,1st Owner,"₹6,85,699"
Kolkata,2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"94,944 km",Diesel,1st Owner,"₹6,44,499"
Kolkata,2017,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"50,042 km",Diesel,1st Owner,"₹8,64,899"
Kolkata,2014,Maruti,Ertiga VDI,Manual,"96,226 km",Diesel,1st Owner,"₹5,38,899"
Kolkata,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,846 km",Petrol,1st Owner,"₹3,35,199"
Ahmedabad,2017,Maruti,Eeco 5 STR,Manual,"14,409 km",Petrol,1st Owner,"₹3,46,399"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"16,799 km",Petrol,1st Owner,"₹4,79,599"
Ahmedabad,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"20,815 km",Petrol,1st Owner,"₹4,30,699"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"5,170 km",Petrol,1st Owner,"₹4,71,099"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,749 km,Petrol,1st Owner,"₹4,85,399"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"32,968 km",Petrol,1st Owner,"₹3,77,799"
Ahmedabad,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"27,467 km",Petrol + CNG,1st Owner,"₹4,26,899"
Ahmedabad,2018,Maruti,Vitara Brezza VDI,Manual,"20,891 km",Diesel,1st Owner,"₹7,13,599"
Ahmedabad,2018,Renault,Captur RXT Diesel Dual Tone,,"7,279 km",Diesel,1st Owner,"₹8,11,799"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"26,017 km",Petrol,1st Owner,"₹4,61,999"
Ahmedabad,2018,Maruti,Vitara Brezza ZDI,Manual,"52,306 km",Diesel,1st Owner,"₹7,52,499"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"22,158 km",Petrol,1st Owner,"₹7,91,999"
Ahmedabad,2019,Maruti,Ertiga VXI SMART HYBRID,Manual,"20,261 km",Petrol,1st Owner,"₹8,58,999"
Ahmedabad,2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"47,941 km",Petrol,1st Owner,"₹9,03,199"
Ahmedabad,2019,Maruti,S Cross ZETA SHVS,Manual,"36,710 km",Diesel,1st Owner,"₹8,12,999"
Ahmedabad,2016,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"94,762 km",Diesel,1st Owner,"₹8,82,399"
Ahmedabad,2016,Maruti,S Cross ZETA 1.3,Manual,"95,502 km",Diesel,3rd Owner,"₹5,10,099"
Ahmedabad,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"1,50,321 km",Diesel,1st Owner,"₹7,99,899"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"54,106 km",Petrol,1st Owner,"₹3,61,099"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"38,940 km",Petrol + CNG,1st Owner,"₹4,86,799"
Ahmedabad,2017,Maruti,Vitara Brezza VDI,Manual,"58,998 km",Diesel,1st Owner,"₹6,41,799"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"33,559 km",Petrol + CNG,1st Owner,"₹4,10,799"
Ahmedabad,2019,Renault,TRIBER 1.0 RXZ,Manual,"22,443 km",Petrol,1st Owner,"₹5,35,699"
Ahmedabad,2014,Renault,Duster RXL 110 PS ADVENTURE,Manual,"82,660 km",Diesel,2nd Owner,"₹3,94,599"
Ahmedabad,2016,Maruti,Eeco 7 STR,Manual,"93,292 km",Petrol + CNG,1st Owner,"₹2,94,899"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"93,499 km",Petrol + CNG,1st Owner,"₹4,02,499"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,098 km",Petrol,1st Owner,"₹4,65,799"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"7,905 km",Petrol,1st Owner,"₹5,10,599"
Ahmedabad,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,995 km",Petrol,1st Owner,"₹4,19,899"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"9,730 km",Petrol,1st Owner,"₹8,30,199"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"22,250 km",Petrol,1st Owner,"₹4,56,699"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"22,074 km",Petrol,1st Owner,"₹4,83,799"
Ahmedabad,2020,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"24,398 km",Diesel,1st Owner,"₹9,01,899"
Ahmedabad,2019,Hyundai,Creta 1.6 E + VTVT,Manual,"5,616 km",Petrol,2nd Owner,"₹10,77,699"
Ahmedabad,2019,Maruti,Vitara Brezza ZDI,Manual,"19,786 km",Diesel,1st Owner,"₹8,53,599"
Ahmedabad,2016,Maruti,Vitara Brezza ZDI PLUS,Manual,"50,845 km",Diesel,1st Owner,"₹7,05,799"
Ahmedabad,2017,Maruti,Ertiga VDI SHVS,Manual,"36,002 km",Diesel,1st Owner,"₹7,37,699"
Ahmedabad,2018,Maruti,S Cross ZETA 1.3 SHVS,,"31,996 km",Diesel,1st Owner,"₹8,26,799"
Ahmedabad,2019,Maruti,S Cross DELTA SHVS,,"53,506 km",Diesel,1st Owner,"₹7,45,199"
Ahmedabad,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"12,165 km",Petrol,2nd Owner,"₹9,31,500"
Ahmedabad,2019,Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,,"8,322 km",Petrol,1st Owner,"₹9,01,599"
Ahmedabad,2016,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"75,639 km",Petrol + CNG,1st Owner,"₹3,41,199"
Ahmedabad,2019,Hyundai,Creta 1.6 SX CRDI,Manual,"51,604 km",Diesel,1st Owner,"₹11,19,599"
Ahmedabad,2016,Maruti,S Cross ZETA 1.3,Manual,"79,672 km",Diesel,2nd Owner,"₹5,80,999"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"88,418 km",Petrol + CNG,1st Owner,"₹4,47,799"
Ahmedabad,2015,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,26,671 km",Diesel,2nd Owner,"₹5,02,999"
Ahmedabad,2020,Tata,ALTROZ XT 1.2,Manual,"1,882 km",Petrol,1st Owner,"₹7,08,999"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"28,339 km",Petrol + CNG,1st Owner,"₹4,58,799"
Ahmedabad,2014,Maruti,Ertiga VDI ABS,Manual,"1,04,044 km",Diesel,2nd Owner,"₹4,74,299"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"1,420 km",Petrol,1st Owner,"₹8,24,099"
Ahmedabad,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,788 km",Petrol,1st Owner,"₹4,44,899"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,230 km",Petrol,1st Owner,"₹4,83,499"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"14,422 km",Petrol,1st Owner,"₹4,02,299"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"4,619 km",Petrol,1st Owner,"₹4,66,799"
Ahmedabad,2020,Maruti,Vitara Brezza ZXI +,Manual,"9,748 km",Petrol,1st Owner,"₹9,11,199"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"17,765 km",Petrol,1st Owner,"₹4,71,099"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"24,947 km",Petrol,1st Owner,"₹4,63,599"
Ahmedabad,2018,Maruti,Vitara Brezza VDI,Manual,"28,845 km",Diesel,1st Owner,"₹8,16,299"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"78,684 km",Petrol + CNG,1st Owner,"₹3,88,499"
Ahmedabad,2017,Maruti,Ertiga VDI SHVS LIMITED EDITION,Manual,"47,583 km",Diesel,1st Owner,"₹6,76,999"
Ahmedabad,2018,Maruti,Vitara Brezza ZDI,Manual,"38,016 km",Diesel,1st Owner,"₹7,61,799"
Ahmedabad,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"92,405 km",Petrol + CNG,1st Owner,"₹4,05,799"
Ahmedabad,2018,Maruti,Vitara Brezza VDI OPT,Manual,"38,375 km",Diesel,1st Owner,"₹7,56,899"
Ahmedabad,2019,Maruti,Vitara Brezza VDI,Manual,"39,833 km",Diesel,1st Owner,"₹7,42,599"
Ahmedabad,2017,Maruti,Ertiga VDI SHVS,Manual,"58,026 km",Diesel,1st Owner,"₹7,19,899"
Ahmedabad,2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"48,983 km",Diesel,2nd Owner,"₹7,59,399"
Ahmedabad,2017,Maruti,Ertiga VDI SHVS,Manual,"83,871 km",Diesel,2nd Owner,"₹6,66,499"
Ahmedabad,2017,Maruti,Vitara Brezza VDI OPT,Manual,"79,292 km",Diesel,1st Owner,"₹6,31,199"
Ahmedabad,2017,Maruti,Vitara Brezza VDI OPT,Manual,"94,193 km",Diesel,1st Owner,"₹6,62,299"
Ahmedabad,2017,Maruti,Vitara Brezza ZDI PLUS,Manual,"1,50,666 km",Diesel,1st Owner,"₹6,95,299"
Ahmedabad,2018,Hyundai,Creta 1.4 E PLUS CRDI,,"13,271 km",Diesel,1st Owner,"₹8,95,499"
Ahmedabad,2017,Maruti,Vitara Brezza ZDI PLUS,Manual,"62,920 km",Diesel,1st Owner,"₹6,96,399"
Ahmedabad,2018,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"54,191 km",Diesel,1st Owner,"₹7,59,899"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"4,152 km",Petrol,1st Owner,"₹4,95,099"
Ahmedabad,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"26,805 km",Petrol,1st Owner,"₹4,04,999"
Ahmedabad,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"6,708 km",Petrol,1st Owner,"₹4,91,399"
Ahmedabad,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"4,689 km",Petrol,1st Owner,"₹8,04,399"
Ahmedabad,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"51,484 km",Petrol + CNG,1st Owner,"₹4,47,899"
Ahmedabad,2018,Hyundai,Creta 1.6 SX AT PETROL,Automatic,"27,656 km",Petrol,1st Owner,"₹13,19,599"
